-465.87054,-465.3623,-427.58932,-375.39114,-345.1672,-311.6121,-278.00635,-237.42915,-231.27547,-248.9237,-278.00266,-294.55405,-316.9676,-341.8174,-360.44775,-350.39166,-306.56314,-275.48944,-262.35046,-276.26508,-301.6555,-317.8401,-368.7758,-430.75775,-373.772,-295.81625,-302.47556,-317.02145,-304.83377,-301.5495,-296.6801,-291.71802,-293.28552,-306.05396,-332.67523,-379.51608,-421.49347,-351.39786,-323.8096,-357.30133,-356.89252,-344.6556,-305.40222,-288.4245
-327.69095,-369.6143,-445.15488,-356.13525,-327.08267,-375.2078,-384.07886,-379.36072,-375.5504,-380.34537,-383.48264,-378.5692,-372.75464,-374.66837,-385.80362,-408.5368,-442.69412,-463.34552,-468.07172,-467.169,-448.7472,-430.84045,-418.2642,-416.50504,-434.91214,-433.91022,-431.78925,-428.8562,-431.12796,-438.3217,-441.3085,-443.5571,-441.64557,-438.7506,-438.67773,-443.99567,-447.64365,-446.6832,-450.56857,-449.66678,-451.5562,-454.5474,-457.71875,-459.58072
-468.43884,-465.02628,-467.3875,-469.1744,-462.53906,-453.75687,-442.8758,-433.93512,-437.21057,-438.88068,-435.43402,-450.17944,-444.46286,-343.76666,-276.9754,-264.27615,-279.30304,-273.60095,-267.1199,-273.82657,-298.44092,-324.97693,-347.95807,-370.587,-383.46637,-391.69452,-387.00647,-378.30356,-371.28598,-366.9911,-370.45523,-386.2537,-386.85025,-391.63452,-402.2031,-412.94165,-429.24664,-436.37128,-456.38937,-444.03378,-434.62897,-464.3939,-466.36032,-464.28558
-446.1384,-449.86337,-452.02216,-452.38644,-453.88632,-455.8863,-457.67236,-465.5135,-465.172,-464.53687,-415.8487,-274.12112,-208.97414,-208.24959,-225.52736,-212.25536,-206.13373,-208.80003,-219.19179,-229.4975,-223.8747,-211.15648,-248.23093,-354.0882,-453.2056,-466.03955,-398.70032,-278.45532,-237.83519,-244.73538,-259.62402,-273.4882,-305.08972,-327.7513,-308.6991,-280.58942,-290.2096,-268.91296,-254.07286,-260.66043,-257.55014,-227.68002,-197.40225,-215.0421
-467.21576,-466.09995,-460.76733,-460.03552,-465.05484,-467.84436,-466.44217,-464.1619,-461.13232,-462.67255,-463.41827,-464.06183,-458.05783,-456.1853,-460.98233,-462.1098,-463.2027,-467.0678,-466.13687,-466.946,-469.5411,-469.86667,-469.03345,-467.98358,-457.25778,-447.0986,-454.03055,-463.20422,-473.9593,-471.90524,-464.3821,-447.69354,-430.4421,-423.95807,-426.7994,-410.40414,-412.62787,-453.3554,-410.0805,-308.847,-273.92056,-278.42233,-259.71503,-248.1426
-460.95868,-459.57864,-464.2895,-461.98923,-456.806,-456.22232,-454.38892,-453.5187,-442.5072,-441.04486,-451.3545,-451.09692,-453.93604,-452.14493,-459.9033,-465.73022,-462.26346,-462.13602,-465.40387,-462.03036,-463.07083,-468.64114,-468.44122,-461.90024,-455.63522,-466.6347,-466.6795,-467.31894,-467.42697,-468.74954,-468.0386,-465.27042,-467.09253,-470.7296,-471.85678,-466.78372,-468.33948,-466.93896,-465.30975,-465.72742,-465.82773,-465.89838,-464.67896,-470.4575
-275.83762,-272.98608,-274.15936,-271.83908,-270.75055,-281.61597,-306.20325,-331.98227,-365.23514,-408.72852,-442.81274,-462.2991,-465.15848,-457.79742,-445.49673,-434.59515,-402.7672,-382.06183,-394.09946,-407.49173,-405.77972,-410.84497,-408.8097,-390.37146,-379.83417,-369.0015,-362.23215,-359.76358,-365.53156,-405.8392,-443.25348,-455.71625,-461.96005,-465.88367,-429.5368,-387.39215,-381.90652,-402.6885,-427.079,-434.44693,-433.9667,-439.9032,-448.649,-454.69867
-305.86993,-228.9908,-206.55609,-210.79576,-247.3292,-285.26904,-301.74414,-312.1137,-324.267,-332.90643,-344.9979,-357.00647,-366.90964,-370.89645,-370.37543,-341.32227,-334.13348,-336.71753,-322.8017,-319.4949,-306.5432,-279.0186,-267.1407,-269.22943,-242.81464,-242.61302,-294.36276,-310.25327,-320.04764,-324.97174,-331.8648,-345.18622,-350.83487,-351.73956,-355.32114,-348.29764,-333.9256,-326.6689,-279.5912,-275.86975,-318.4319,-350.19455,-350.90045,-350.08524
-273.90555,-286.03314,-305.17984,-300.56094,-299.78003,-304.20303,-297.81274,-274.42328,-290.71585,-325.3872,-326.7996,-335.20914,-343.6258,-340.7734,-340.23492,-356.10742,-372.96085,-392.54437,-401.4755,-402.79907,-409.3322,-398.51422,-337.69196,-303.00296,-286.22043,-276.22058,-275.2241,-271.3489,-279.44553,-341.0648,-399.57013,-405.7209,-412.79413,-429.16837,-450.11896,-462.5924,-467.10583,-464.55396,-462.76456,-457.45236,-450.27682,-448.27945,-451.78064,-458.71384
-220.4589,-241.50195,-282.37387,-300.09433,-308.6953,-300.77567,-294.59302,-294.545,-292.85236,-293.04456,-295.4662,-292.8816,-292.42273,-291.288,-287.96646,-283.0898,-289.95425,-300.91684,-324.46036,-389.3774,-439.40582,-295.83127,-246.71574,-276.88553,-316.05078,-312.74594,-310.10706,-308.24435,-311.29227,-320.62897,-335.04037,-342.21564,-326.90292,-294.4336,-278.562,-275.70963,-277.84644,-293.57657,-337.91867,-356.10226,-314.42697,-286.56696,-278.26187,-276.499
-467.49023,-465.31277,-463.6215,-461.65842,-463.49872,-465.97318,-463.97482,-467.666,-469.58798,-470.85904,-467.4412,-462.56763,-460.66376,-453.2714,-430.731,-409.72098,-426.89267,-413.89655,-400.94675,-386.76163,-377.25574,-376.01245,-381.72845,-386.9341,-390.3218,-398.37827,-407.32053,-410.92615,-414.8037,-421.47076,-422.60626,-419.9634,-416.72195,-416.82724,-413.022,-416.4203,-424.10782,-430.15634,-430.3165,-430.3765,-431.98026,-436.944,-437.6185,-444.15283
-470.15073,-464.02396,-455.64267,-459.28912,-459.93256,-459.22464,-455.15256,-421.35278,-312.23413,-255.89954,-258.12955,-272.87766,-266.9078,-257.91324,-262.74725,-275.3316,-295.4262,-330.0239,-352.0958,-365.66077,-373.63892,-366.70407,-359.33118,-355.42975,-345.58167,-350.2452,-351.18298,-358.79773,-368.18546,-373.08,-372.2294,-377.11243,-399.28928,-415.51276,-422.443,-444.55066,-463.06326,-466.81143,-467.13858,-463.40942,-465.72583,-468.45868,-467.54855,-470.9035
-470.85153,-464.48343,-464.90372,-470.1472,-471.60516,-464.78024,-469.6058,-446.24875,-307.46875,-241.05298,-232.19577,-246.48618,-236.89447,-242.9004,-248.5728,-249.3304,-256.13342,-255.20247,-270.55286,-290.9563,-287.84036,-276.56363,-267.48834,-278.15112,-301.6079,-322.68454,-347.3074,-371.00577,-383.76486,-396.20673,-411.85638,-424.265,-438.19913,-448.03302,-459.534,-463.14404,-463.75034,-470.484,-475.6045,-473.97177,-473.54272,-469.0425,-469.85977,-472.67258
-462.07803,-462.1067,-467.36966,-469.64984,-469.5274,-470.08463,-470.00525,-472.11063,-475.20074,-471.6109,-459.36227,-454.95972,-450.8069,-402.9214,-361.45444,-286.02615,-252.70996,-266.40393,-276.88992,-268.75085,-282.54312,-290.43753,-300.1637,-322.92938,-348.69052,-361.72037,-372.94968,-380.56552,-371.7752,-366.19904,-363.8404,-313.6684,-285.85895,-283.20294,-284.79556,-330.19678,-357.99655,-331.96167,-328.17117,-340.58398,-356.5758,-396.43857,-344.55478,-292.7081
-395.8534,-388.0282,-358.76178,-323.03656,-303.72073,-297.45178,-308.08954,-304.61526,-286.10095,-274.347,-271.71164,-269.08984,-282.10776,-308.60788,-322.82385,-355.3365,-373.70795,-382.1851,-407.99072,-404.0413,-376.40643,-312.87717,-261.30652,-264.5655,-282.15857,-313.73938,-331.19394,-360.5831,-376.88226,-384.2816,-376.05927,-373.58762,-386.86206,-413.7567,-440.4766,-448.98914,-455.8717,-467.84314,-465.594,-460.27246,-439.79132,-439.71097,-448.08704,-447.97882
